,average_fillable_items,avg_branching_factor,bound_gap_variance,bound_variance,capacity_density,capacity_ratio,capacity_utilization,cell_value_variance,cells_allocated,dp_mean_improvement_amount,dp_sum_improvement_amount,duplicate_items,duplicate_pairs,duplicate_ratio_fraction,exclude_count,explored_children,explored_generated_ratio,fill_rate,final_queue_size,first_improvement_node,first_skipped_position,improvement_count,include_count,include_ratio,internal_nodes,kendall_corr,last_improvement_node,last_selected_position,leaf_nodes,left_branches,max_bound,max_depth,max_queue_size,max_value,max_weight,mean_bound,mean_bound_gap,mean_cell_value,mean_depth,mean_improvement_amount,mean_queue_size,mean_ratio,mean_value,mean_weight,median_depth,median_ratio,median_value,median_weight,memory_bytes,memory_mb,min_bound,min_depth,min_value,min_weight,nodes_explored,nodes_generated,nodes_pruned,nonzero_value_states,pearson_corr,pruned_by_bound,pruned_by_cap,pruned_generated_ratio,ratio_entropy,residual_capacity,right_branches,selected_count,skipped_by_bound,skipped_by_cap,skipped_children,skipped_infeasible,slack,solution_density,solution_value,spearman_corr,std_ratio,std_value,std_weight,sum_improvement_amount,tie_count,time_millis,time_nanos,total_evaluations,total_value,total_weight,unique_pairs,unique_ratio_count,unique_values,unique_weights,updates_per_cell,value_cv,value_kurtosis,value_skewness,weight_cv,weight_kurtosis,weight_skewness,zero_value_states
total_evaluations,0.964134,0.294387,0.615918,-0.026438,0.386241,0.387957,0.202979,0.964699,0.964223,0.102732,0.907065,0.302113,0.311946,0.329668,0.986864,0.466207,-0.321730,0.163744,0.274599,,0.954896,0.950790,0.995347,0.326768,0.464581,-0.000400,0.337106,0.795914,,0.300093,0.925788,0.645039,0.172762,0.189421,0.189861,0.925894,0.581400,0.862766,0.809437,0.124298,0.301746,-0.003604,0.002193,0.002646,0.832248,-0.022413,0.006618,0.005220,0.164983,0.164983,0.926372,,-0.172386,-0.190406,0.267147,0.466207,0.079837,0.964214,-0.000615,0.136816,0.445811,0.184216,-0.152935,0.048663,0.464968,0.955648,0.054237,,0.452458,0.452937,0.280780,0.362236,0.925872,0.000154,0.053701,0.057773,0.062402,0.925873,0.579970,0.268791,0.268791,1.000000,0.632783,0.633052,0.618323,0.617804,0.608921,0.608401,0.962296,0.014945,-0.071238,-0.000918,0.018550,-0.081736,-0.003770,-0.190406
total_value,0.598522,0.246869,0.387779,-0.141857,-0.042885,-0.044128,0.314001,0.612037,0.598541,-0.066754,0.572017,0.451963,0.471274,0.531738,0.626453,0.324174,-0.207841,0.286355,0.176173,,0.627340,0.625122,0.628504,-0.243915,0.325920,0.001225,0.215774,0.734964,,0.193196,0.602987,0.884626,0.110978,0.361820,0.376492,0.602985,0.363185,0.563526,0.803713,-0.002254,0.194717,-0.008300,0.018178,0.004844,0.790256,-0.032697,0.027262,0.010053,0.111940,0.111940,0.603350,,-0.340910,-0.376060,0.187551,0.324174,0.049419,0.598626,0.000662,0.084556,0.297649,0.015308,-0.276679,-0.145680,0.325972,0.629007,0.057121,,0.320905,0.321010,0.912829,-0.112145,0.602995,0.002204,0.094292,0.113658,0.122538,0.602973,0.369817,0.184339,0.184339,0.632783,1.000000,0.999397,0.981679,0.982580,0.991741,0.991485,0.641684,0.017908,-0.140574,-0.012587,0.036060,-0.161590,-0.005958,-0.376060
total_weight,0.598529,0.247006,0.389337,-0.141088,-0.042213,-0.044155,0.313453,0.612102,0.598902,-0.065613,0.572953,0.452992,0.472143,0.532223,0.627023,0.323479,-0.208043,0.285811,0.176466,,0.627047,0.624640,0.628738,-0.244247,0.325085,-0.000953,0.213237,0.735101,,0.193710,0.603271,0.883690,0.111249,0.362028,0.377384,0.603268,0.364635,0.564093,0.801956,-0.000599,0.195194,-0.010144,0.009281,0.013502,0.788535,-0.045235,0.019455,0.017698,0.112218,0.112218,0.603626,,-0.342078,-0.375286,0.187080,0.323479,0.049653,0.598987,-0.001404,0.084968,0.296455,0.016367,-0.275359,-0.144867,0.325113,0.628718,0.059059,,0.319920,0.319998,0.913380,-0.112722,0.603278,0.000128,0.092926,0.113944,0.122905,0.603256,0.366736,0.183956,0.183956,0.633052,0.999397,1.000000,0.981482,0.982548,0.991764,0.991513,0.641532,0.025163,-0.140485,-0.005357,0.029307,-0.161860,-0.013066,-0.375286
unique_pairs,0.587991,0.213062,0.425470,-0.131694,-0.043298,-0.044103,0.325609,0.577457,0.587812,-0.131901,0.517626,0.276261,0.297441,0.379428,0.625277,0.245290,-0.155142,0.286940,0.138675,,0.599808,0.599628,0.605022,-0.255051,0.244479,0.083113,0.221330,0.748085,,0.158135,0.561286,0.837902,0.091024,0.398970,0.375497,0.561383,0.404053,0.504935,0.768433,-0.062456,0.159579,-0.058204,0.005447,-0.000577,0.761260,-0.039163,0.015219,0.004894,0.090301,0.090301,0.561769,,-0.342254,-0.376655,0.141778,0.245290,0.054019,0.587898,0.082290,0.092430,0.222708,0.064309,-0.242607,-0.200806,0.244595,0.602169,0.036153,,0.238155,0.238311,0.896466,-0.124005,0.561419,0.083919,0.032812,0.117340,0.122479,0.561399,0.385891,0.142599,0.142599,0.618323,0.981679,0.981482,1.000000,0.998931,0.977356,0.976814,0.619093,0.030250,-0.133786,0.001654,0.040402,-0.161167,-0.001271,-0.376655
unique_ratio_count,0.588599,0.212682,0.437837,-0.124640,-0.043597,-0.044441,0.326449,0.583426,0.588450,-0.116749,0.526378,0.286457,0.306504,0.380586,0.624239,0.243143,-0.154998,0.289044,0.137356,,0.602213,0.601095,0.605856,-0.253918,0.242539,0.067286,0.207185,0.751979,,0.155744,0.569525,0.839356,0.089614,0.395768,0.378326,0.569606,0.415124,0.516422,0.764850,-0.046936,0.157106,-0.048985,0.005074,-0.000176,0.757963,-0.039759,0.015277,0.005267,0.089290,0.089290,0.569938,,-0.345745,-0.379325,0.140530,0.243143,0.051123,0.588537,0.066923,0.087487,0.220804,0.066005,-0.259590,-0.197468,0.242628,0.604478,0.038168,,0.236507,0.236634,0.897439,-0.123225,0.569643,0.068546,0.045768,0.117882,0.122886,0.569624,0.363572,0.141114,0.141114,0.617804,0.982580,0.982548,0.998931,1.000000,0.979046,0.978678,0.621782,0.030571,-0.135111,0.000588,0.040029,-0.162210,-0.001484,-0.379325
unique_values,0.594109,0.251881,0.373354,-0.154161,-0.047566,-0.048475,0.341859,0.588318,0.593970,-0.071412,0.549878,0.434899,0.455829,0.532986,0.603614,0.313463,-0.202160,0.315689,0.171160,,0.622686,0.621042,0.604419,-0.261635,0.315067,-0.000020,0.202552,0.730100,,0.188097,0.598483,0.882052,0.107918,0.391821,0.412777,0.598483,0.360083,0.559306,0.799584,-0.001486,0.189421,-0.010702,0.005452,-0.000455,0.785794,-0.041232,0.017656,0.005151,0.110197,0.110197,0.598823,,-0.376778,-0.413381,0.181496,0.313463,0.047225,0.594068,-0.000686,0.080660,0.285879,0.012974,-0.287281,-0.158591,0.314980,0.624485,0.067166,,0.310119,0.310070,0.905857,-0.120829,0.598500,0.001017,0.097496,0.124248,0.134054,0.598475,0.353925,0.178868,0.178868,0.608921,0.991741,0.991764,0.977356,0.979046,1.000000,0.999475,0.637286,0.030625,-0.154032,-0.001384,0.043863,-0.177497,-0.000699,-0.413381
unique_weights,0.593945,0.252406,0.373357,-0.154154,-0.047654,-0.048553,0.342389,0.588364,0.593820,-0.070948,0.550294,0.436060,0.456973,0.533225,0.602653,0.314443,-0.202523,0.316349,0.171398,,0.622965,0.621289,0.604187,-0.261662,0.316140,-0.000646,0.203522,0.729855,,0.188167,0.598946,0.883138,0.107964,0.391194,0.413204,0.598946,0.360046,0.560066,0.800212,-0.000980,0.189512,-0.010304,0.005278,-0.000579,0.786392,-0.041442,0.017634,0.005219,0.110168,0.110169,0.599284,,-0.377568,-0.414241,0.182120,0.314443,0.046849,0.593918,-0.001263,0.080035,0.287125,0.012007,-0.290655,-0.158685,0.316054,0.624745,0.067229,,0.311280,0.311233,0.905628,-0.120808,0.598962,0.000442,0.098370,0.123991,0.133681,0.598938,0.353323,0.179387,0.179387,0.608401,0.991485,0.991513,0.976814,0.978678,0.999475,1.000000,0.637491,0.030554,-0.153933,-0.001798,0.043649,-0.177345,-0.001032,-0.414241
updates_per_cell,0.992134,0.316941,0.593007,-0.007281,0.485073,0.487932,0.268478,0.949183,0.991729,0.161774,0.908519,0.344026,0.356621,0.385811,0.934491,0.498292,-0.335739,0.228710,0.277735,,0.997843,0.995166,0.967638,0.412736,0.500830,-0.051101,0.322478,0.806378,,0.298556,0.976834,0.677820,0.171389,0.189748,0.244432,0.976929,0.588072,0.927026,0.849868,0.172023,0.299905,0.026898,0.002339,-0.003543,0.872377,-0.022001,0.010141,0.000460,0.169258,0.169258,0.977233,,-0.222449,-0.246359,0.287582,0.498292,0.063112,0.991737,-0.052389,0.107599,0.476214,0.200471,-0.228766,0.100059,0.500782,0.998157,0.098880,,0.492949,0.492970,0.277125,0.467855,0.976924,-0.051436,0.100600,0.070226,0.081546,0.976926,0.544847,0.286727,0.286727,0.962296,0.641684,0.641532,0.619093,0.621782,0.637286,0.637491,1.000000,0.016812,-0.099171,-0.004859,0.030125,-0.106013,0.001381,-0.246359
value_cv,0.017356,-0.009408,0.015767,0.049643,-0.022341,0.000540,0.062695,0.011285,0.015070,-0.033069,0.011575,0.003498,0.003154,0.017823,0.018721,-0.003552,-0.003176,0.194878,0.004532,,0.013555,0.011468,0.013260,0.007111,-0.004818,-0.019580,-0.014240,0.036960,,0.005846,0.011181,0.014109,0.003188,0.060689,0.091937,0.011190,0.019889,0.010624,0.007672,-0.025263,0.005408,0.012817,-0.775874,-0.258139,0.008121,-0.392355,-0.705094,-0.248894,0.002634,0.002634,0.011081,,-0.402692,-0.256238,-0.002753,-0.003552,0.002020,0.015159,-0.017517,0.003435,-0.005533,0.064666,-0.008947,-0.038535,-0.004940,0.014573,0.009709,,-0.006243,-0.006382,0.022984,0.006458,0.011246,-0.018249,0.014974,0.588488,0.462997,0.011226,-0.008257,-0.001890,-0.001890,0.014945,0.017908,0.025163,0.030250,0.030571,0.030625,0.030554,0.016812,1.000000,-0.323114,0.654831,0.522272,-0.263163,0.208584,-0.256238
value_kurtosis,-0.083964,-0.045254,-0.045800,-0.052492,0.016181,0.017732,-0.127516,-0.077138,-0.084137,-0.057775,-0.077841,-0.082274,-0.087638,-0.113416,-0.062939,-0.054674,0.028448,-0.102997,-0.021100,,-0.100545,-0.101201,-0.075008,0.031543,-0.056827,0.072287,-0.033770,-0.074420,,-0.022784,-0.100854,-0.142115,-0.012903,-0.024062,-0.135358,-0.100779,-0.050899,-0.102719,-0.128828,-0.068172,-0.022966,-0.067888,-0.005856,-0.003136,-0.125780,0.074771,0.004493,0.004541,-0.014879,-0.014879,-0.100536,,0.085793,0.130064,-0.032511,-0.054674,-0.002394,-0.084176,0.076364,-0.003964,-0.049943,-0.005272,0.122036,0.030251,-0.056661,-0.100275,-0.025191,,-0.058190,-0.058022,-0.128316,0.004194,-0.100820,0.076743,-0.084257,-0.621157,-0.523280,-0.100812,-0.049088,-0.030744,-0.030744,-0.071238,-0.140574,-0.140485,-0.133786,-0.135111,-0.154032,-0.153933,-0.099171,-0.323114,1.000000,-0.005616,-0.277627,0.796217,-0.008268,0.130064
value_skewness,-0.000644,-0.020725,-0.002687,-0.023998,-0.020800,0.003039,0.020093,-0.008778,-0.003208,-0.078584,-0.008286,-0.014500,-0.015000,-0.005161,0.002840,-0.006891,0.001652,0.002521,0.000282,,-0.006738,-0.007263,-0.003100,-0.014072,-0.007928,0.027432,-0.006802,0.005109,,0.002144,-0.015048,-0.011771,0.001147,0.045683,0.017074,-0.014983,-0.004523,-0.017318,-0.010904,-0.066916,0.001865,-0.037469,-0.802777,-0.271719,-0.010502,-0.475296,-0.884538,-0.318304,0.000106,0.000106,-0.014921,,-0.036315,-0.005262,-0.004214,-0.006891,0.003540,-0.003206,0.026617,0.005993,-0.007806,0.020990,0.047109,-0.023193,-0.008003,-0.006434,0.005009,,-0.009010,-0.009096,-0.004893,-0.011363,-0.014952,0.026788,-0.025657,0.021215,0.007589,-0.014967,-0.002365,-0.003321,-0.003321,-0.000918,-0.012587,-0.005357,0.001654,0.000588,-0.001384,-0.001798,-0.004859,0.654831,-0.005616,1.000000,0.235443,-0.009334,0.344584,-0.005262
weight_cv,0.024395,0.010577,0.011469,0.083792,-0.063356,0.003937,0.091918,0.018959,0.017552,-0.001536,0.016931,0.013138,0.014049,0.037995,0.017722,0.007478,-0.006981,0.292033,0.006952,,0.029820,0.029485,0.018739,0.041218,0.007014,-0.001545,0.002617,0.032322,,0.007022,0.026035,0.033271,0.004058,0.037239,0.012084,0.026010,0.019873,0.026708,0.031973,-0.022250,0.006938,0.157641,-0.307941,-0.768672,0.032041,0.359905,-0.274396,-0.699345,0.003399,0.003399,0.025919,,-0.247007,-0.387811,0.004075,0.007478,0.001652,0.017687,-0.003865,0.002700,0.007134,0.080258,-0.053998,-0.062676,0.007078,0.030572,-0.004292,,0.006299,0.006369,0.026769,0.058960,0.026046,-0.003161,0.113435,0.430381,0.562072,0.026035,0.012462,0.004181,0.004181,0.018550,0.036060,0.029307,0.040402,0.040029,0.043863,0.043649,0.030125,0.522272,-0.277627,0.235443,1.000000,-0.336953,0.638662,-0.387811
weight_kurtosis,-0.096595,-0.053633,-0.050198,0.018773,0.015622,0.020660,-0.170430,-0.079219,-0.096938,0.029594,-0.074427,-0.060629,-0.064967,-0.095432,-0.080814,-0.041262,0.024557,-0.120433,-0.020223,,-0.102973,-0.103336,-0.081303,0.051571,-0.041852,-0.011776,-0.025460,-0.120009,,-0.023258,-0.099240,-0.148621,-0.013217,-0.165599,-0.152872,-0.099251,-0.058953,-0.093868,-0.132659,-0.001994,-0.023317,-0.031435,-0.018056,-0.040005,-0.129919,0.085627,0.002207,-0.034746,-0.013722,-0.013722,-0.099306,,0.116735,0.150517,-0.024082,-0.041262,-0.006233,-0.096984,-0.011506,-0.010589,-0.036363,-0.011723,0.052940,0.079003,-0.041720,-0.103682,-0.019316,,-0.041649,-0.041513,-0.147840,0.024184,-0.099293,-0.012064,-0.050758,-0.532087,-0.670614,-0.099280,-0.046572,-0.023682,-0.023682,-0.081736,-0.161590,-0.161860,-0.161167,-0.162210,-0.177497,-0.177345,-0.106013,-0.263163,0.796217,-0.009334,-0.336953,1.000000,0.039136,0.150517
weight_skewness,-0.000518,-0.011637,-0.003262,0.018603,-0.064654,0.007880,0.067444,-0.001047,-0.007825,-0.020532,-0.002871,-0.002099,-0.002403,0.005393,-0.004316,-0.003024,0.002100,0.004310,-0.001577,,0.002095,0.001771,-0.003427,0.003500,-0.003148,0.007076,-0.001676,-0.003865,,-0.001661,-0.000165,-0.000901,-0.000875,-0.033949,-0.035098,-0.000181,-0.000037,0.001079,0.000831,-0.007494,-0.001670,0.029278,-0.301364,-0.828984,0.001182,0.462382,-0.322296,-0.901349,-0.001359,-0.001359,-0.000195,,-0.007955,-0.014618,-0.001595,-0.003024,0.000878,-0.007819,0.002092,0.001409,-0.002439,0.036716,0.028181,-0.055074,-0.003065,0.002004,-0.007803,,-0.003229,-0.003139,-0.011934,0.030492,-0.000171,0.004425,0.013305,-0.042565,-0.061038,-0.000179,-0.001432,-0.001586,-0.001586,-0.003770,-0.005958,-0.013066,-0.001271,-0.001484,-0.000699,-0.001032,0.001381,0.208584,-0.008268,0.344584,0.638662,0.039136,1.000000,-0.014618
zero_value_states,-0.225733,-0.156738,-0.117248,0.045441,0.060507,0.041515,-0.260083,-0.184362,-0.224760,0.017603,-0.172302,-0.139402,-0.149403,-0.229063,-0.188613,-0.100037,0.064215,-0.773009,-0.053596,,-0.240284,-0.241470,-0.189086,0.143328,-0.100860,0.038814,-0.059993,-0.283252,,-0.059167,-0.230717,-0.349687,-0.033784,-0.327158,-0.355590,-0.230675,-0.137755,-0.216971,-0.312633,0.003912,-0.059439,-0.154810,0.126061,0.223300,-0.306080,-0.032854,0.065539,0.149728,-0.036174,-0.036174,-0.230541,,0.723848,1.000000,-0.058267,-0.100037,-0.013265,-0.225093,0.039839,-0.022496,-0.089835,-0.026313,0.330036,0.101414,-0.100669,-0.241865,-0.035616,,-0.099649,-0.099457,-0.342779,0.048705,-0.230718,0.038175,-0.195986,-0.318289,-0.401124,-0.230693,-0.110525,-0.057672,-0.057672,-0.190406,-0.376060,-0.375286,-0.376655,-0.379325,-0.413381,-0.414241,-0.246359,-0.256238,0.130064,-0.005262,-0.387811,0.150517,-0.014618,1.000000
